"FISCAL_YYYY","FISCAL_MONTH","BUSINESS_UNIT","BILL_TO_CUSTOMER_NUMBER","MANUFACTURER","PART_NUMBER","WAREHOUSE","ITEM","APFC_LEVEL_1","NSB","COST","GPD","INV_QTY","NETBOOKING","LOST_FLAG"
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADM2487EBRWZ-REEL7","A01","ADM2487EBRWZ-REEL7^ADI-CSP1","Semiconductor",0,0,0,0,1424,0
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADM823TYKSZ-R7","A01","ADM823TYKSZ-R7^ADI-CSP1","Semiconductor",1512,1459.59,52.4100000000001,3000,-18,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADP1710AUJZ-R7","A01","ADP1710AUJZ-R7^ADI-CSP1","Semiconductor",2610,2285.1,324.9,9000,4350,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADP171AUJZ-R7","A01","ADP171AUJZ-R7^ADI-CSP1","Semiconductor",472.5,457.02,15.48,3000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-21261SKBCZ150","A01","ADSP-21261SKBCZ150^ADI-CSP1","Semiconductor",1795.5,1714.32828,81.1717200000001,378,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-21262SKBCZ200","A01","ADSP-21262SKBCZ200^ADI-CSP2","Semiconductor",15929.55,15407.6676,521.8824,1556,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-21369KBPZ-3A","A01","ADSP-21369KBPZ-3A^ADI-CSP3","Semiconductor",9497.25,9168.012,329.237999999999,540,26152.6125,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADSP-21469KBCZ-3","A01","ADSP-21469KBCZ-3^ADI","Semiconductor",0,0,0,0,1353.24,0
2019,2,"LARGE-MEGA-HONGKONG",2088385,"ADI","ADSP-21469KBCZ-4","A01","ADSP-21469KBCZ-4^ADI-CSP2","Semiconductor",47736,45566.85776,2169.14224,3744,0,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADSP-21477KCPZ-1A","A01","ADSP-21477KCPZ-1A^ADI-CSP1","Semiconductor",2540.16,2463.76368,76.3963200000003,336,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-21488KSWZ-4A","A01","ADSP-21488KSWZ-4A^ADI","Semiconductor",0,0,0,0,1082.7,0
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-21488KSWZ-4B","A01","ADSP-21488KSWZ-4B^ADI-CSP1","Semiconductor",1316.4,1202.8764,113.5236,120,3949.2,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-21489KSWZ-4B","A01","ADSP-21489KSWZ-4B^ADI-CSP5","Semiconductor",75066.6,72607.2752,2459.3248,11720,68917.8,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-BF516KBCZ-4","A01","ADSP-BF516KBCZ-4^ADI","Semiconductor",0,0,0,0,1570.59,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADSP-BF525KBCZ-6A","A01","ADSP-BF525KBCZ-6A^ADI","Semiconductor",0,0,0,0,3268.8,0
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADSP-BF706BCPZ-4","A01","ADSP-BF706BCPZ-4^ADI","Semiconductor",8316,7601.51952,714.48048,1512,0,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADSP-BF707BBCZ-4","A01","ADSP-BF707BBCZ-4^ADI","Semiconductor",0,0,0,0,7030.8,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADT75ARMZ-REEL7","A01","ADT75ARMZ-REEL7^ADI-CSP1","Semiconductor",860,774.4,85.5999999999999,2000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","ADT75ARZ-REEL","A01","ADT75ARZ-REEL^ADI-CSP1","Semiconductor",0,0,0,0,6562.5,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADUM4160BRWZ-RL","A01","ADUM4160BRWZ-RL^ADI-CSP1","Semiconductor",0,0,0,0,4960,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","ADXL344ACCZ-RL7","A01","ADXL344ACCZ-RL7^ADI-CSP1","Semiconductor",3825,3711.015,113.985,4500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LT1014DSW#TRPBF","A01","LT1014DSW#TRPBF^ADI-CSP3","Semiconductor",3650,3294.2,355.8,1000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088385,"ADI","LT1121CST-3.3#PBF","A01","LT1121CST-3.3#PBF^ADI-CSP1","Semiconductor",0,0,0,0,2371.2,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LT1671CS8#TRPBF","A01","LT1671CS8#TRPBF^ADI-CSP1","Semiconductor",0,0,0,0,12000,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LT3090EDD#TRPBF","A01","LT3090EDD#TRPBF^ADI-CSP1","Semiconductor",0,0,0,0,4900,0
2019,2,"LARGE-MEGA-HONGKONG",2088384,"ADI","LT8609EMSE#TRPBF","A01","LT8609EMSE#TRPBF^ADI-CSP1","Semiconductor",0,0,0,0,3000,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LTC1799IS5#TRPBF","A01","LTC1799IS5#TRPBF^ADI-CSP1","Semiconductor",0,0,0,0,2325,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LTC2633CTS8-LI8#TRPBF","A01","LTC2633CTS8-LI8#TRPBF^ADI-CSP1","Semiconductor",10275,8894.325,1380.675,7500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LTC3851AEMSE-1#PBF","A01","LTC3851AEMSE-1#PBF^ADI-CSP1","Semiconductor",0,0,0,0,667.48,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","LTC4416EMS#PBF","A01","LTC4416EMS#PBF^ADI-CSP2","Semiconductor",0,0,0,0,349.5,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"ADI","SSM2305RMZ-REEL","A01","SSM2305RMZ-REEL^ADI-CSP1","Semiconductor",2394,2193.72,200.28,6000,2394,1
2019,2,"LARGE-MEGA-HONGKONG",2088385,"NXP","BFU550XRR","A01","BFU550XRR^NXP","Semiconductor",372.6,231.06,141.54,6000,931.5,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"NXP","DSPB56367AG150","A01","DSPB56367AG150^NXP","Semiconductor",0,0,0,0,-1583.64,0
2019,2,"LARGE-MEGA-HONGKONG",2088384,"NXP","DSPB56720AG","A01","DSPB56720AG^NXP","Semiconductor",2859,2600.328,258.672,300,5718,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"NXP","DSPB56725AF","A01","DSPB56725AF^NXP","Semiconductor",0,0,0,0,19898.055,0
2019,2,"LARGE-MEGA-HONGKONG",2088385,"NXP","LPC1774FBD144,551","A01","LPC1774FBD144,551^NXP","Semiconductor",3468,3029.0226,438.9774,1020,816,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"NXP","LPC4357FET256,551","A01","LPC4357FET256,551^NXP","Semiconductor",18259.2,15030.0288,3229.1712,2880,0,1
2019,2,"LARGE-MEGA-HONGKONG",2151667,"NXP","LPC4357FET256,551","A01","LPC4357FET256,551^NXP","Semiconductor",0,0,0,0,10841.4,0
2019,2,"LARGE-MEGA-HONGKONG",2088384,"NXP","MK64FN1M0VMD12","A01","MK64FN1M0VMD12^NXP","Semiconductor",2784,2087.9712,696.0288,480,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"NXP","MMA8653FCR1","A01","MMA8653FCR1^NXP","Semiconductor",0,0,0,0,1500,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"NXP","PCA9539PW,118","A01","PCA9539PW,118^NXP","Semiconductor",0,0,0,0,1707.5,0
2019,2,"LARGE-MEGA-HONGKONG",2151667,"TI","BQ24726RGRR","A01","BQ24726RGRR^TI-CSP1","Semiconductor",4773.6,4643.73,129.870000000001,3000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"TI","D705E002BRFP250","A01","D705E002BRFP250^TI-CSP1","Semiconductor",364.02,324.0882,39.9318,60,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"TI","MC33078DR-NG","A01","MC33078DR-NG^TI-CSP1","Semiconductor",950,909.7,40.3,10000,9025,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"TI","SN61112B5DGGR","A01","SN61112B5DGGR^TI-CSP1","Semiconductor",16640,15460.48,1179.52,8000,8290.88,1
2019,2,"LARGE-MEGA-HONGKONG",2088384,"TI","SN74AHCT244PWR","A01","SN74AHCT244PWR^TI","Semiconductor",342,331.84,10.16,4000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2088385,"TI","SN74HCT14PWR","A01","SN74HCT14PWR^TI","Semiconductor",202.4,198.08,4.32000000000002,4000,-1.95999999999999,1
2019,2,"LARGE-MEGA-HONGKONG",2088387,"ADI","LTC3200EMS8#TRPBF","A01","LTC3200EMS8#TRPBF^ADI","Semiconductor",0,0,0,0,11000,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","AD586KRZ-REEL","A01","AD586KRZ-REEL^ADI","Semiconductor",2725,2610.025,114.975,2500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","AD587JRZ-REEL7","A01","AD587JRZ-REEL7^ADI","Semiconductor",2100.8,2047.48,53.3200000000004,2000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","AD622ARZ-R7","A01","AD622ARZ-R7^ADI","Semiconductor",1372.8,1337.955,34.845,750,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","AD623ARZ-R7","A01","AD623ARZ-R7^ADI","Semiconductor",0,0,0,0,1060.8,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","AD8051ARZ-REEL","A01","AD8051ARZ-REEL^ADI","Semiconductor",0,0,0,0,7280,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","AD8609ARUZ-REEL","A01","AD8609ARUZ-REEL^ADI","Semiconductor",2163,2077.875,85.125,2500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADG452BRZ-REEL7","A01","ADG452BRZ-REEL7^ADI","Semiconductor",3920,3750.32,169.68,2000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADG704BRMZ-REEL7","A01","ADG704BRMZ-REEL7^ADI","Semiconductor",760,719.66,40.34,1000,-14440,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADM202EARNZ-REEL","A01","ADM202EARNZ-REEL^ADI","Semiconductor",489.25,481.45,7.80000000000007,2500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADM222ARZ-REEL","A01","ADM222ARZ-REEL^ADI-CSP1","Semiconductor",0,0,0,0,1920,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADM2483BRWZ-REEL","A01","ADM2483BRWZ-REEL^ADI","Semiconductor",3536,3446.24,89.7600000000002,4000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADM3202ARNZ","A01","ADM3202ARNZ^ADI","Semiconductor",0,0,0,0,254.4,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADM6710CARJZ-REEL7","A01","ADM6710CARJZ-REEL7^ADI-CSP2","Semiconductor",0,0,0,0,2652,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADM6710CARJZ-REEL7","A01","ADM6710CARJZ-REEL7^ADI-CSP2","Semiconductor",5304,5169.36,134.64,6000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADM690AARNZ-REEL","A01","ADM690AARNZ-REEL^ADI-CSP2","Semiconductor",4094.25,3496.95,597.300000000001,7500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADM810LARTZ-REEL7","A01","ADM810LARTZ-REEL7^ADI-CSP2","Semiconductor",852,760.2,91.8000000000001,3000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADP3334ARZ-REEL7","A01","ADP3334ARZ-REEL7^ADI-CSP1","Semiconductor",0,0,0,0,738.4,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADR02ARZ-REEL7","A01","ADR02ARZ-REEL7^ADI","Semiconductor",0,0,0,0,2527.2,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADR02ARZ-REEL7","A01","ADR02ARZ-REEL7^ADI","Semiconductor",3369.6,3284.08,85.5200000000004,4000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADSP-CM403CSWZ-CF","A01","ADSP-CM403CSWZ-CF^ADI","Semiconductor",0,0,0,0,9800.45,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADUC841BSZ62-5","A01","ADUC841BSZ62-5^ADI","Semiconductor",87744.9216,79214.592,8530.32960000001,12288,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","ADUM1300CRWZ-RL","A01","ADUM1300CRWZ-RL^ADI-CSP1","Semiconductor",0,0,0,0,1788.8,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","ADUM1300CRWZ-RL","A01","ADUM1300CRWZ-RL^ADI-CSP1","Semiconductor",3577.6,3486.78,90.8200000000002,2000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","IA186ESPQF100IR03","A01","IA186ESPQF100IR03^ADI","Semiconductor",21501.498,20463.77312,1037.72488,2969,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","LT1934ES6#TRPBF","A01","LT1934ES6#TRPBF^ADI-CSP2","Semiconductor",0,0,0,0,4825,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","LTC3530EDD#TRPBF","A01","LTC3530EDD#TRPBF^ADI-CSP1","Semiconductor",0,0,0,0,14500,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","LTC3780EG#TRPBF","A01","LTC3780EG#TRPBF^ADI","Semiconductor",0,0,0,0,7722,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","LTC6101CCS5#TRPBF","A01","LTC6101CCS5#TRPBF^ADI-CSP2","Semiconductor",0,0,0,0,2300,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"ADI","LTC6101CCS5#TRPBF","A01","LTC6101CCS5#TRPBF^ADI-CSP2","Semiconductor",2300,2001.85,298.15,2500,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"ADI","SMP04ESZ-REEL","A01","SMP04ESZ-REEL^ADI","Semiconductor",0,0,0,0,11336,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"NXP","KTY82/210,215","A01","KTY82/210,215^NXP","Semiconductor",0,0,0,0,9180,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"NXP","KTY82/210,215","A01","KTY82/210,215^NXP","Semiconductor",21930,21558.48,371.520000000004,129000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"NXP","MC9S12XDT512CAA","A01","MC9S12XDT512CAA^NXP","Semiconductor",16153.284,15894.522,258.762000000001,4200,0.000000000000909,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"NXP","MPC5554MZP132","A01","MPC5554MZP132^NXP","Semiconductor",0,0,0,0,25988.8,0
2019,2,"LARGE-MEGA-HONGKONG",2145847,"NXP","MPC852TCVR100A","A01","MPC852TCVR100A^NXP","Semiconductor",952.956,937.6902,15.2658000000001,60,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"NXP","MPC852TVR100A","A01","MPC852TVR100A^NXP","Semiconductor",9399.78,9249.2064,150.573600000002,1080,0,1
2019,2,"LARGE-MEGA-HONGKONG",2145847,"NXP","MPC885VR133","A01","MPC885VR133^NXP","Semiconductor",30911.8656,30416.67552,495.19008,2552,0,1
2019,2,"LARGE-MEGA-HONGKONG",2089626,"NXP","PCA9541APW/03,118","A01","PCA9541APW/03,118^NXP","Semiconductor",0,0,0,0,2050,0
2019,2,"LARGE-MEGA-HONGKONG",2089626,"TI","SN74HCT373DWR","A01","SN74HCT373DWR^TI","Semiconductor",250,211.52,38.48,2000,50.6,1
2019,2,"LARGE-MEGA-HONGKONG",2090124,"NXP","MC13202FCR2","A01","MC13202FCR2^NXP","Semiconductor",-16000,-15658.6,-341.4,-5000,0,1
2019,2,"LARGE-MEGA-HONGKONG",2090124,"TI","XCC2642R1FRGZR","A01","XCC2642R1FRGZR^TI-CSP1","Default APFC",585,484.656,100.344,300,585,1
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","AD712AQ","A01","AD712AQ^ADI","Semiconductor",564.96,535.1808,29.7791999999999,192,0,1
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","ADT7470ARQZ-REEL7","A01","ADT7470ARQZ-REEL7^ADI","Semiconductor",4780,4561.2,218.799999999999,2000,7170,1
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","ADW71205WSTZ","A01","ADW71205WSTZ^ADI","Semiconductor",0,0,0,0,6960.46,0
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","LT1129IQ-3.3#TRPBF","A01","LT1129IQ-3.3#TRPBF^ADI","Semiconductor",0,0,0,0,4365,0
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","LT1129IQ-3.3#TRPBF","A01","LT1129IQ-3.3#TRPBF^ADI-CSP1","Semiconductor",0,0,0,0,-4365,0
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","LT1952IGN-1#TRPBF","A01","LT1952IGN-1#TRPBF^ADI-CSP2","Semiconductor",0,0,0,0,17900,0
2019,2,"LARGE-MEGA-HONGKONG",2090728,"ADI","LTC4261IUFD-2#TRPBF","A01","LTC4261IUFD-2#TRPBF^ADI-CSP2","Semiconductor",0,0,0,0,9650,0
2019,2,"LARGE-MEGA-HONGKONG",2090728,"NXP","MFRC52202HN1,115","A01","MFRC52202HN1,115^NXP","Semiconductor",0,0,0,0,3240,0
2019,2,"LARGE-MEGA-HONGKONG",2090728,"NXP","MK60FN1M0VLQ12","A01","MK60FN1M0VLQ12^NXP","Semiconductor",2660.4,2597.8032,62.5968000000003,360,0,1
2019,2,"LARGE-MEGA-HONGKONG",2209853,"ADI","ADM2582EBRWZ-REEL7","A01","ADM2582EBRWZ-REEL7^ADI-CSP2","Semiconductor",0,0,0,0,2092.48,0
2019,2,"LARGE-MEGA-HONGKONG",2209853,"NXP","LPC1768FBD100,551","A01","LPC1768FBD100,551^NXP","Semiconductor",0,0,0,0,1393.47,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","AD7401YRWZ-REEL7","A01","AD7401YRWZ-REEL7^ADI","Semiconductor",0,0,0,0,-109440,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","AD7450BRZ","A01","AD7450BRZ^ADI","Semiconductor",0,0,0,0,-7182.14,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","AD7476ARTZ-500RL7","A01","AD7476ARTZ-500RL7^ADI","Semiconductor",0,0,0,0,-47600,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","AD7795BRUZ","A01","AD7795BRUZ^ADI","Semiconductor",-13075.8,-9707.40324,-3368.39676,-3534,0,1
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","AD823AARZ-R7","A01","AD823AARZ-R7^ADI","Semiconductor",2390,2286.68,103.32,2000,-46605,1
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","ADG333ABRZ-REEL","A01","ADG333ABRZ-REEL^ADI","Semiconductor",0,0,0,0,4400,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","ADR03AKSZ-REEL7","A01","ADR03AKSZ-REEL7^ADI","Semiconductor",0,0,0,0,-43680,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","ADSP-2186MBSTZ-266","A01","ADSP-2186MBSTZ-266^ADI","Semiconductor",0,0,0,0,765,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","ADSP-2189MKSTZ-300","A01","ADSP-2189MKSTZ-300^ADI","Semiconductor",0,0,0,0,-4185,0
2019,2,"BRANCH-HONGKONG1",2092223,"ADI","ADSP-2191MKSTZ-160","A01","ADSP-2191MKSTZ-160^ADI","Semiconductor",1170,1079.484,90.5159999999999,60,0,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD5420ACPZ-REEL7","A01","AD5420ACPZ-REEL7^ADI","Semiconductor",0,0,0,0,-1339.125,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD5700-1ACPZ-RL7","A01","AD5700-1ACPZ-RL7^ADI","Semiconductor",0,0,0,0,-1675.8,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD7895ARZ-10REEL","A01","AD7895ARZ-10REEL^ADI","Semiconductor",0,0,0,0,24888,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD7895ARZ-10REEL","A01","AD7895ARZ-10REEL^ADI","Semiconductor",16592,16065.55,526.450000000001,5000,8240,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD8541ARTZ-REEL7","A01","AD8541ARTZ-REEL7^ADI","Semiconductor",0,0,0,0,1398.6,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD8602DRMZ-REEL","A01","AD8602DRMZ-REEL^ADI","Semiconductor",0,0,0,0,-12,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","AD8629ARMZ-REEL","A01","AD8629ARMZ-REEL^ADI","Semiconductor",0,0,0,0,-6.30000000000018,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADG658YRUZ-REEL7","A01","ADG658YRUZ-REEL7^ADI","Semiconductor",0,0,0,0,-2.30000000000007,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADM1485ARZ-REEL7","A01","ADM1485ARZ-REEL7^ADI","Semiconductor",0,0,0,0,226.400000000001,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADM483EARZ-REEL","A01","ADM483EARZ-REEL^ADI","Semiconductor",0,0,0,0,1845,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADM707ARZ-REEL","A01","ADM707ARZ-REEL^ADI-CSP1","Semiconductor",787.5,760.2,27.3000000000001,2500,785,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADP2301AUJZ-R7","A01","ADP2301AUJZ-R7^ADI-CSP1","Semiconductor",0,0,0,0,1890,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADR420ARZ-REEL7","A01","ADR420ARZ-REEL7^ADI","Semiconductor",1594,1540.67,53.3299999999999,1000,3161.9,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADR5043ARTZ-REEL7","A01","ADR5043ARTZ-REEL7^ADI","Semiconductor",0,0,0,0,1108.8,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADR5043ARTZ-REEL7","A01","ADR5043ARTZ-REEL7^ADI","Semiconductor",0,0,0,0,12398.4,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADSP-BF536BBCZ-4A","A01","ADSP-BF536BBCZ-4A^ADI","Semiconductor",8.283,7.68309,0.599910000000001,1,44025.2901,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADUM1100ARZ-RL7","A01","ADUM1100ARZ-RL7^ADI-CSP1","Semiconductor",1034,962.92,71.08,1000,3984,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","ADUM1200CRZ-RL7","A01","ADUM1200CRZ-RL7^ADI-CSP1","Semiconductor",0,0,0,0,-1300,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","OP249GSZ-REEL7","A01","OP249GSZ-REEL7^ADI","Semiconductor",0,0,0,0,-121.500000000008,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","OP27GSZ-REEL7","A01","OP27GSZ-REEL7^ADI","Semiconductor",0,0,0,0,-11.1999999999997,0
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","OP295GSZ-REEL7","A01","OP295GSZ-REEL7^ADI","Semiconductor",3480,3365.16,114.84,4000,2586,1
2019,2,"BRANCH-HONGKONG1",2088641,"ADI","REF43GSZ-REEL7","A01","REF43GSZ-REEL7^ADI","Semiconductor",1674.9,1621.76,53.1400000000003,1000,-5086.5,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","DSP56303AG100","A01","DSP56303AG100^NXP","Semiconductor",21354.75,20675.4,679.350000000002,1500,45281.85,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","LPC2210FBD144/01,5","A01","LPC2210FBD144/01,5^NXP","Semiconductor",56768.982,54615.2544,2153.72760000001,25920,38629.308,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","MC33907NAE","A01","MC33907NAE^NXP","Semiconductor",1408.45,1056.32,352.13,500,206.9,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","MC908MR16CFUE","A01","MC908MR16CFUE^NXP","Semiconductor",0,0,0,0,3848.88,0
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","MCF52259CVN80","A01","MCF52259CVN80^NXP","Semiconductor",3924.64,3800.216,124.424000000001,800,198.719999999999,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","MK64FN1M0VMD12","A01","MK64FN1M0VMD12^NXP","Semiconductor",0,0,0,0,-16.256,0
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","MPC8377VRANGA","A01","MPC8377VRANGA^NXP","Semiconductor",0,0,0,0,13404.69,0
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","MPC852TCVR50A","A01","MPC852TCVR50A^NXP","Semiconductor",12898.2,12149.838,748.362000000001,1800,26505.6,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","P2010NXN2HFC","A01","P2010NXN2HFC^NXP","Semiconductor",0,0,0,0,2713.3056,0
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","PCA9557PW,118","A01","PCA9557PW,118^NXP","Semiconductor",1219.5,988.175,231.325,2500,1020.75,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","SC667422MLQ66","A01","SC667422MLQ66^NXP-CSP1","Semiconductor",0,0,0,0,2004,0
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","SCK10FN1M0VMD15","A01","SCK10FN1M0VMD15^NXP-CSP1","Semiconductor",73946.88,64156.9824,9789.89760000001,20160,0,1
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","SPC5744PFK1AMLQ9","A01","SPC5744PFK1AMLQ9^NXP","Semiconductor",0,0,0,0,4260,0
2019,2,"BRANCH-HONGKONG1",2088641,"NXP","TJA1051T/3/CM,118","A01","TJA1051T/3/CM,118^NXP","Semiconductor",0,0,0,0,758,0
2019,2,"BRANCH-HONGKONG1",2088641,"TI","OPA4131NA","A01","OPA4131NA^TI","Semiconductor",0,0,0,0,-0.000000000000114,0
2019,2,"BRANCH-HONGKONG1",2088641,"TI","SN74AHC126PWR","A01","SN74AHC126PWR^TI","Semiconductor",363.6,345.36,18.24,6000,969.6,1
2019,2,"BRANCH-HONGKONG1",2088641,"TI","SN74HCT244DWR","A01","SN74HCT244DWR^TI","Semiconductor",0,0,0,0,234,0
2019,2,"BRANCH-HONGKONG1",2088746,"NXP","NT2H0301F0DTL,125","A01","NT2H0301F0DTL,125^NXP","Semiconductor",7480,7358.12,121.880000000001,44000,11560,1
